,word,type,cefr,phon_br,phon_n_am,translation,definition,example
769,cause,noun,a2,/k??z/,/k??z/,原因（使某事发生的个人或事物）,the person or thing that makes something happen,Unemployment is a major cause of poverty.
770,cause,verb,a2,/k??z/,/k??z/,引起，造成（使某事发生，尤指坏事或不愉快的事）,"to make something happen, especially something bad or unpleasant; to make somebody do something","cause something, Do they know what caused the fire?"
771,caution,noun,c1,/?k???n/,/?k???n/,小心，谨慎（为了避免危险或错误而采取的注意；不冒险的事实）,care that you take in order to avoid danger or mistakes; the fact of not taking any risks,extreme/great caution
772,cautious,adjective,c1,/?k????s/,/?k????s/,谨慎的（对言行小心，尤指为了避免危险或错误；不冒险）,"being careful about what you say or do, especially to avoid danger or mistakes; not taking any risks",The government has been cautious in its response to the report.
773,cave,noun,b2,/ke?v/,/ke?v/,洞穴（山坡、悬崖边或地下的巨大孔洞）,a large hole in the side of a hill or cliff or under the ground,the mouth (= the entrance) of the cave
774,CD,noun,a1,/?si? ?di?/,/?si? ?di?/,激光唱片，CD（录制声音或信息的圆盘）,"a small disc on which sound or information is recorded. CDs can be played or read on various types of machines, including CD players and computers. (the abbreviation for ‘compact disc’) ","on CD, His albums are available on CD and online."
775,cease,verb,c1,/si?s/,/si?s/,停止（停止发生或存在；使某事停止发生或存在）,to stop happening or existing; to stop something from happening or existing,Welfare payments cease as soon as an individual starts a job.
776,ceiling,noun,b1,/?si?l??/,/?si?l??/,天花板（房间顶部的内部表面）,the top inside surface of a room,a large room with a high ceiling
777,celebrate,verb,a2,/?sel?bre?t/,/?sel?bre?t/,庆祝（通过举行特别活动来表示某一天或某事件的重要性）,to show that a day or an event is important by doing something special on it,Jake's passed his exams. We're going out to celebrate.
778,celebration,noun,b1,/?sel??bre??n/,/?sel??bre??n/,庆祝活动（人们为了庆祝某事而组织的特别活动）,a special event that people organize in order to celebrate something,The occasion was the 40th anniversary celebrations of the orchestra.
779,celebrity,noun,a2,/s??lebr?ti/,/s??lebr?ti/,名人（出名的人）,a famous person,a celebrity chef
780,cell,noun,b2,/sel/,/sel/,细胞（能独立存在的生物物质的最小单位）,the smallest unit of living matter that can exist on its own. All plants and animals are made up of cells.,red and white blood cells
781,cemetery,noun,c1,/?sem?tri/,/?sem?teri/,墓地（用于埋葬死者的土地，尤指不紧邻教堂的）,"an area of land used for burying dead people, especially one that is not next to a church",He was buried in a private cemetery.
782,cent,noun,a1,/sent/,/sent/,美分（许多国家的主要货币单位的1%，例如美元或欧元的1%）,"a coin and unit of money worth 1% of the main unit of money in many countries, for example of the US dollar or of the euro",A one-minute phone call to the UK cost 10 cents.
783,central,adjective,b1,/?sentr?l/,/?sentr?l/,,in the centre of an area or object,central London
784,centre,noun,a1,/?sent?(r)/,/?sent?r/,中心（某物的中间点或部分）,the middle point or part of something,He walked to the centre of the circle.
785,centre,verb,b1,/?sent?(r)/,/?sent?r/,以...为中心（成为活动围绕发生的中心人物或事物）,to be the person or thing around which most activity takes place; to make somebody/something the central person or thing,"centre around/round somebody/something, State occasions always centred around the king."
786,century,noun,a1,/?sent??ri/,/?sent??ri/,世纪（一百年的时间）,a period of 100 years,"A century ago, Valparaiso was the country's main port."
787,ceremony,noun,b1,/?ser?m?ni/,/?ser?m??ni/,仪式（包括一系列正式或传统行动的公开或宗教场合）,a public or religious occasion that includes a series of formal or traditional actions,More than 1?000 people attended the ceremony.
788,certain,adjective,a2,/?s??tn/,/?s??rtn/,确定的（坚信某事；没有疑问）,strongly believing something; having no doubts,"I think it was him, but I can't be certain."
789,certainly,adverb,a2,/?s??tnli/,/?s??rtnli/,当然，肯定（毫无疑问地）,without doubt,"Without treatment, she will almost certainly die."
790,certainty,noun,b2,/?s??tnti/,/?s??rtnti/,确定性（确定的状态）,the state of being certain,There is no certainty that the president's removal would end the civil war.
791,certificate,noun,b2,/s??t?f?k?t/,/s?r?t?f?k?t/,证书，证明（可用于证明所陈述事实真实的官方文件）,an official document that may be used to prove that the facts it states are true,a birth/marriage/death certificate
792,chain,noun,b1,/t?e?n/,/t?e?n/,链条，链子（一系列连接的金属环，用于拉动或紧固物体）,"a series of connected metal rings, used for pulling or fastening things; a length of chain used for a particular purpose",She wore a heavy gold chain around her neck.
793,chain,verb,b2,/t?e?n/,/t?e?n/,用链子锁（用链子紧固某物；将某人/某物锁在另一物上）,"to fasten something with a chain; to fasten somebody/something to another person or thing with a chain, so that they do not escape or get stolen","chain somebody/something, The doors were always locked and chained."
794,chair,noun,a1,/t?e?(r)/,/t?er/,椅子（供一人坐的家具，有靠背、座部和四条腿）,"a piece of furniture for one person to sit on, with a back, a seat and four legs",a table and chairs
795,chair,verb,b2,/t?e?(r)/,/t?er/,主持（担任会议、讨论等的负责人）,"to act as the chairman or chairwoman of a meeting, discussion, etc.",to chair a committee
796,chairman,noun,b2,/?t?e?m?n/,/?t?erm?n/,主席（会议负责人，负责告知人们何时可以发言等）,"the person in charge of a meeting, who tells people when they can speak, etc.",Sir Herbert took it upon himself to act as chairman.
797,challenge,noun,b1,/?t??l?nd?/,/?t??l?nd?/,挑战（测试某人能力和技能的新任务或困难任务）,a new or difficult task that tests somebody’s ability and skill,a tough/major/significant challenge
798,challenge,verb,b2,/?t??l?nd?/,/?t??l?nd?/,质疑，挑战（怀疑陈述或行动是否正确、合法；拒绝接受某事）,"to question whether a statement or an action is right, legal, etc.; to refuse to accept something","challenge something, His legal team immediately sought to challenge the decision. "
799,challenging,adjective,b2,/?t??l?nd???/,/?t??l?nd???/,具有挑战性的（以一种测试你能力的有趣方式展现出困难）,difficult in an interesting way that tests your ability,challenging work/questions/problems
800,chamber,noun,c1,/?t?e?mb?(r)/,/?t?e?mb?r/,议事厅（公共建筑中用于正式会议的大厅）,a hall in a public building that is used for formal meetings,The members left the council chamber.
801,champion,noun,b1,/?t??mpi?n/,/?t??mpi?n/,冠军（在比赛中获胜的人或团队，尤指体育比赛）,"a person, team, etc. that has won a competition, especially in a sport",the world/European/national/Olympic champion
802,championship,noun,b2,/?t??mpi?n??p/,/?t??mpi?n??p/,锦标赛（为了找出特定运动中最优秀选手或团队的比赛）,a competition to find the best player or team in a particular sport,the National Basketball Association Championship
803,chance,noun,a2,/t?ɑ?ns/,/t??ns/,机会，可能性（某事发生的可能性，尤指你渴望的事）,"a possibility of something happening, especially something that you want","chance of doing something, She only has a slim chance of passing the exam."
804,change,noun,a1,/t?e?nd?/,/t?e?nd?/,变化（某事物变得不同的行为或结果）,the act or result of something becoming different,"change in something, We're hoping for a change in the weather."
805,change,verb,a1,/t?e?nd?/,/t?e?nd?/,改变（变得不同）,to become different,Rick hasn't changed. He looks exactly the same as he did at school.
806,channel,noun,b1,/?t??nl/,/?t??nl/,频道（电视台）,a television station,a television/TV channel
807,chaos,noun,c1,/?ke??s/,/?ke?ɑ?s/,混乱（完全缺乏秩序）,a complete lack of order,economic/political/domestic chaos
808,chapter,noun,b1,/?t??pt?(r)/,/?t??pt?r/,章节（书籍中独立的部分，通常带有编号或标题）,"a separate section of a book, usually with a number or title",to read/write a chapter
809,character,noun,a2,/?k?r?kt?(r)/,/?k?r?kt?r/,人物，角色（书、戏或电影中的人或动物）,"a person or an animal in a book, play or film",the main character in the film
810,characteristic,adjective,b2,/?k?r?kt??r?st?k/,/?k?r?kt??r?st?k/,典型的，特征性的（某人或某物特征中非常典型的一面）,very typical of something or of somebody’s character,"characteristic of something/somebody, Community support of families is characteristic of many societies."
811,characteristic,noun,b2,/?k?r?kt??r?st?k/,/?k?r?kt??r?st?k/,特征，特性（某物/某人所具有的典型特征或品质）,a typical feature or quality that something/somebody has,There were few similarities in the brothers' physical characteristics.
812,characterize,verb,c1,/?k?r?kt?ra?z/,/?k?r?kt?ra?z/,以...为特征（成为某人、某地或某物的典型）,"to be typical of a person, place or thing",the rolling hills that characterize this part of England
813,charge,noun,b1,/t?ɑ?d?/,/t?ɑ?rd?/,费用（某人对商品和服务要求的金额）,the amount of money that somebody asks for goods and services,admission charges
814,charge,verb,b1,/t?ɑ?d?/,/t?ɑ?rd?/,收费（对商品或服务要求一定数额的金钱）,to ask an amount of money for goods or a service,The fees charged by some companies are excessive.
815,charity,noun,a2,/?t??r?ti/,/?t??r?ti/,慈善机构（帮助有需要的人的组织）,an organization for helping people in need,a registered charity
816,charm,noun,c1,/t?ɑ?m/,/t?ɑ?rm/,魅力（吸引或取悦他人的力量）,the power of pleasing or attracting people,He was a man of great charm.
817,charming,adjective,b2,/?t?ɑ?m??/,/?t?ɑ?rm??/,迷人的（非常愉快或吸引人的）,very pleasant or attractive,"The cottage is tiny, but it's charming."
818,chart,noun,a1,/t?ɑ?t/,/t?ɑ?rt/,图表（显示信息的图表、数据列表等）,"a diagram, lists of figures, etc. that shows information", Some shares have lost two-thirds of their value since being issued (see chart).
819,chart,verb,b2,/t?ɑ?t/,/t?ɑ?rt/,记录，跟踪（记录或跟踪某人/某事的进度或发展）,to record or follow the progress or development of somebody/something,The exhibition charts the history of the palace.
820,charter,noun,c1,/?t?ɑ?t?(r)/,/?t?ɑ?rt?r/,章程，宪章（描述特定群体应享权利的正式书面声明）,a written statement describing the rights that a particular group of people should have,the European Social Charter of workers’ rights
821,chase,noun,b2,/t?e?s/,/t?e?s/,追逐（为了抓住某人/某物而奔跑或驾车跟随的行为）,an act of running or driving after somebody/something in order to catch them or it,The thieves were caught by police after a short chase.
